,text, target,processed
1915,หัวควยครับผม สัส ควยย!,0,"['หัว', 'ควย', 'ครับผม', 'สัส', 'ควย', 'ย!']"
1916,จริงๆจะตายไม่ตายก็ไม่ควรไปแช่งมันป่ะ สัตว์มันไม่รุ้อะไร  ถ้ามันจะตายก็อยากให้มันกินอิ่ม ตายอย่างสงบอ่ะ ไม่อยากให้ทุรนทุราย,0,"['จริงๆ', 'จะ', 'ตาย', 'ไม่', 'ตาย', 'ก็', 'ไม่', 'ควร', 'ไป', 'แช่ง', 'มัน', 'ป่ะ', 'สัตว์', 'มัน', 'ไม่', 'รุ้', 'อะไร', 'ถ้า', 'มัน', 'จะ', 'ตาย', 'ก็', 'อยาก', 'ให้', 'มัน', 'กิน', 'อิ่ม', 'ตาย', 'อย่าง', 'สงบ', 'อ่ะ', 'ไม่', 'อยาก', 'ให้', 'ทุรนทุราย']"
1917,ตลกตัวเองอะ สรุปง่ายๆ สัตว์โลกย่อมเป็นไปตามกรรม 555555,0,"['ตลก', 'ตัวเอง', 'อะ', 'สรุป', 'ง่ายๆ', 'สัตว์โลก', 'ย่อม', 'เป็นไปตาม', 'กรรม', 'xxrep']"
1918,ม้าลายแวะมาเยี่ยมเธอที่บ้าน และปั่นน้ำเสาวรสมาให้ดื่ม นั่งวาดรูปเล่นด้วยสักพักแล้วค่อยเดินทางกลับสวนสัตว์,0,"['ม้าลาย', 'แวะ', 'มา', 'เยี่ยม', 'เธอ', 'ที่', 'บ้าน', 'และ', 'ปั่น', 'น้ำ', 'เสาวรส', 'มา', 'ให้', 'ดื่ม', 'นั่ง', 'วาดรูป', 'เล่น', 'ด้วย', 'สักพัก', 'แล้ว', 'ค่อย', 'เดินทาง', 'กลับ', 'สวนสัตว์']"
1919,ต่อให้โคตรรวย โคตรเก่ง ก็ ไร้ค่า ถ้าขาดน้ำใจ และดูถูกคนอื่น มันก็แค่สัตว์เศรษฐกิจอีกตัวนึงในสังคมเท่านั้นเอง,0,"['ต่อให้', 'โคตร', 'รวย', 'โคตร', 'เก่ง', 'ก็', 'ไร้ค่า', 'ถ้า', 'ขาดน้ำใจ', 'และ', 'ดูถูก', 'คนอื่น', 'มัน', 'ก็', 'แค่', 'สัตว์', 'เศรษฐกิจ', 'อีก', 'ตัว', 'นึง', 'ใน', 'สังคม', 'เท่านั้นเอง']"
1920,ชอบตอนกุกได้ยินเสียงแมวและแบบรีบผงกหัวขึ้นมาดูอ่ะแบบงื้ออออผู้ชายรักสัตว์😍😍😍😍😍,0,"['ชอบ', 'ตอน', 'กุก', 'ได้ยิน', 'เสียง', 'แมว', 'และ', 'แบบ', 'รีบ', 'ผงกหัว', 'ขึ้น', 'มา', 'ดู', 'อ่ะ', 'แบบ', 'งื้อ', 'xxrep', 'ผู้ชาย', 'รัก', 'สัตว์', 'EMJsmiling-face-with-heart-eyesEMJEMJsmiling-face-with-heart-eyesEMJEMJsmiling-face-with-heart-eyesEMJEMJsmiling-face-with-heart-eyesEMJEMJsmiling-face-with-heart-eyesEMJ']"
1921,ปกติจะไปแบบสัตว์โลก แต่ครั้งนี้เราจะไปแบบสัตว์สังคม 😂😂😂,0,"['ปกติ', 'จะ', 'ไป', 'แบบ', 'สัตว์โลก', 'แต่', 'ครั้งนี้', 'เรา', 'จะ', 'ไป', 'แบบ', 'สัตว์', 'สังคม', 'EMJface-with-tears-of-joyEMJEMJface-with-tears-of-joyEMJEMJface-with-tears-of-joyEMJ']"
1922,ตระเวนไพรให้ความคุ้มครองดูแลสารทุกข์สารสัตว์ในป่าลำห้วยลำคลอง💚,0,"['ตระเวนไพร', 'ให้', 'ความ', 'คุ้มครอง', 'ดูแล', 'สารทุกข์', 'สาร', 'สัตว์', 'ใน', 'ป่า', 'ลำห้วย', 'ลำคลอง', 'EMJgreen-heartEMJ']"
1923,การตื่นตีห้าให้อาหารสัตว์ทำงานจนสิบโมงสี่สิบห้าละก็ไปไหนก็ไม่รู้ต่อจนถึงบ่ายสามโมงครึ่งมันไม่ใช่อะ ไม่ใช่จริงๆ,0,"['การตื่น', 'ตีห้า', 'ให้', 'อาหารสัตว์', 'ทำงาน', 'จน', 'สิบ', 'โมง', 'สี่', 'สิบห้า', 'ละ', 'ก็', 'ไป', 'ไหน', 'ก็', 'ไม่', 'รู้', 'ต่อ', 'จนถึง', 'บ่าย', 'สาม', 'โมง', 'ครึ่ง', 'มัน', 'ไม่', 'ใช่', 'อะ', 'ไม่', 'ใช่', 'จริงๆ']"
1924,เทอดูสัตว์เดียรัจฉานสิ แม่ลูกผสมพันธ์กันแบบไม่มีความละอายเลย แต่มนุษย์ไม่ได้เป็นแบบนั้น มนุษย์มีสติ ควบคุตัวเองและมีความละอาย,0,"['เท', 'ดู', 'สัตว์', 'เดียรัจฉาน', 'สิ', 'แม่', 'ลูกผสม', 'พันธ์', 'กัน', 'แบบ', 'ไม่', 'มี', 'ความละอาย', 'เลย', 'แต่', 'มนุษย์', 'ไม่', 'ได้', 'เป็น', 'แบบ', 'นั้น', 'มนุษย์', 'มีสติ', 'ควบ', 'คุ', 'ตัวเอง', 'และ', 'มี', 'ความละอาย']"
1925,เวลาเขาจัดเทศกาลที่มีสัตว์เลี้ยงขายอ่ะ  กูเป็นโรคอย่างนึงคือ กูสงสารมัน เอร่ออ น้ำตาจิไหล บ้าพ้น 55555555555,0,"['เวลา', 'เขา', 'จัด', 'เทศกาล', 'ที่', 'มี', 'สัตว์เลี้ยง', 'ขาย', 'อ่ะ', 'กู', 'เป็นโรค', 'อย่าง', 'นึง', 'คือ', 'กู', 'สงสาร', 'มัน', 'เอ', 'ร่อ', 'น้ำตา', 'จิ', 'ไหล', 'บ้า', 'พ้น', 'xxrep']"
1926,อีสัตว์! กัดดีจริง ว่างมากหากระดูกแถะส่ะ,1,"['อี', 'สัตว์', 'กัด', 'ดีจริง', 'ว่าง', 'มาก', 'หา', 'กระดูก', 'แถะส่ะ']"
1927,ทำให้ครอบครัวกูต้องเดือดร้อน มึงแม่งไม่หน้าเกิดเป็นคน สัตว์!!! ไม่ติดว่าเป็นน้องแม่กูน่ะ กูจะสาปแช่งให้แม่งชิบหายวายวอด,1,"['ทำให้', 'ครอบครัว', 'กู', 'ต้อง', 'เดือดร้อน', 'มึง', 'แม่', 'ไม่', 'หน้า', 'เกิด', 'เป็น', 'คน', 'สัตว์', 'xxrep', 'ไม่', 'ติด', 'ว่า', 'เป็น', 'น้อง', 'แม่', 'กู', 'น่ะ', 'กู', 'จะ', 'สาปแช่ง', 'ให้', 'แม่', 'ชิบหาย', 'วายวอด']"
1928,อต.ก็ไม่ต่างจากสัตว์นรกหรอก ต่ำชิบหาย กัดไม่ปล่อยด้วย ศลป.ปาระเบิดใส่หน้ามึงหรอทำไมเดือดร้อนจัง,1,"['อต.', 'ก็', 'ไม่', 'ต่าง', 'จาก', 'สัตว์', 'นรก', 'หรอก', 'ต่ำ', 'ชิบหาย', 'กัดไม่ปล่อย', 'ด้วย', 'ศล', 'ป.', 'ปา', 'ระเบิด', 'ใส่', 'หน้า', 'มึง', 'หรอ', 'ทำไม', 'เดือดร้อน', 'จัง']"
1929,คิดว่าสนุกมากปะ อีคนทำอ่ะ อยากจะสาปแช่งเหลือเกิน เอาเรื่องแบบนี้มาล้อเล่นได้คือต้องเป็นคนไง รึเป็นสัตว์เดรัจฉาน โกรธอ่ะ มากด้วย,1,"['คิด', 'ว่า', 'สนุก', 'มาก', 'ปะ', 'อี', 'คน', 'ทำ', 'อ่ะ', 'อยาก', 'จะ', 'สาปแช่ง', 'เหลือเกิน', 'เอาเรื่อง', 'แบบนี้', 'มา', 'ล้อเล่น', 'ได้', 'คือ', 'ต้อง', 'เป็น', 'คน', 'ไง', 'รึ', 'เป็น', 'สัตว์เดรัจฉาน', 'โกรธ', 'อ่ะ', 'มาก', 'ด้วย']"
1930,วันนี้ไม่น่ามาสายเลยอีสัด,0,"['วันนี้', 'ไม่', 'น่า', 'มาสาย', 'เลย', 'อี', 'สัด']"
1931,พักสองชมไปดิ พนศิลป์คำนวณสอบสี่วิชา เห้ออีสัด,0,"['พัก', 'สอง', 'ชม', 'ไป', 'ดิ', 'พน', 'ศิลป์', 'คำนวณ', 'สอบ', 'สี่', 'วิชา', 'เห้อ', 'อี', 'สัด']"
1932,ถ้าเน็ตเหี้ยขนาดนี้ มึงเลิกเป็นเน็ตเถอะ อีสัด,0,"['ถ้า', 'เน็ต', 'เหี้ย', 'ขนาด', 'นี้', 'มึง', 'เลิก', 'เป็น', 'เน็ต', 'เถอะ', 'อี', 'สัด']"
1933,ปกติก็เซ็งกับการเรียนหนังสือนะ แต่เทอมนี้แบบ เซ็งสัด ไม่อยากเรียนเลยอะ,0,"['ปกติ', 'ก็', 'เซ็ง', 'กับ', 'การเรียนหนังสือ', 'นะ', 'แต่', 'เทอม', 'นี้', 'แบบ', 'เซ็ง', 'สัด', 'ไม่', 'อยาก', 'เรียน', 'เลย', 'อะ']"
1934,ตอนรถผ่านน้ำคือกลัวปัดสัดๆ,0,"['ตอน', 'รถ', 'ผ่าน', 'น้ำ', 'คือ', 'กลัว', 'ปัด', 'สัด']"
1935,ปวดฟันสัดๆ ปวดแบบอิเหี้ยยยยยยย,0,"['ปวดฟัน', 'สัด', 'ปวด', 'แบบ', 'อิ', 'เหี้ย', 'xxrep']"
1936,ไอสัดโหนกแก้มกระแทกประตู,0,"['ไอ', 'สัด', 'โหนกแก้ม', 'กระแทก', 'ประตู']"
1937,สอบเสร็จแล้วว้อยยยยยยย รู้สึกโล่งสัดๆ ส่วนคะแนนก็ให้มันเป็นเรื่องของอนาคตไปโนะ,0,"['สอบ', 'เสร็จ', 'แล้ว', 'ว้อย', 'xxrep', 'รู้สึก', 'โล่ง', 'สัด', 'ส่วน', 'คะแนน', 'ก็', 'ให้', 'มัน', 'เป็นเรื่อง', 'ของ', 'อนาคต', 'ไป', 'โนะ']"
1938,ดูจบว่าจะทำงาน เวรเถอะ หัวแบล็งก์มาก คิดไรไม่ออก ไปต่อไปถูกเลย เคว้งสัด ทำไมกูอินขนาดนี้,0,"['ดู', 'จบ', 'ว่า', 'จะ', 'ทำงาน', 'เวร', 'เถอะ', 'หัว', 'แบล็งก์', 'มาก', 'คิด', 'ไร', 'ไม่', 'ออก', 'ไป', 'ต่อไป', 'ถูก', 'เลย', 'เคว้ง', 'สัด', 'ทำไม', 'กู', 'อิน', 'ขนาด', 'นี้']"
1939,ก็หมาตัวไหนบอกไม่อยากเล่นฮีน พอกูมาฮีนมึงก็ไม่ปกป้องกูไอ้สัดยังมีหน้ามาด่ากูอีกพวกหน้าหี,1,"['ก็', 'หมา', 'ตัว', 'ไหน', 'บอก', 'ไม่', 'อยาก', 'เล่น', 'ฮี', 'พอ', 'กู', 'มา', 'ฮี', 'มึง', 'ก็', 'ไม่', 'ปกป้อง', 'กู', 'ไอ้', 'สัด', 'ยัง', 'มีหน้า', 'มา', 'ด่า', 'กู', 'อีก', 'พวก', 'หน้า', 'หี']"
1940,เซ็งสัดๆ แค่พูดว่าอยากทำงานร้านกาแฟก็มีคำถามว่าจะจบตรีไปทำไม เอ้า เสือก,1,"['เซ็ง', 'สัด', 'แค่', 'พูดว่า', 'อยาก', 'ทำงาน', 'ร้าน', 'กา', 'แฟก็มี', 'คำถาม', 'ว่า', 'จะ', 'จบ', 'ตรี', 'ไป', 'ทำไม', 'เอ้า', 'เสือก']"
1941,จะนอนอีสัดแม่ก็นอนเบียดอยู่ได้ชูก้าก็ร้องจังอีเวรใช่เวลาที่กูต้องมานั่งดูดกุ้งในผัดกะเพราะเผ็ดๆตื่นตี4ไหมหนังหีเดะปิ้งแดกแม่งเลยนิ่อีเหี้ย,1,"['จะ', 'นอน', 'อี', 'สัด', 'แม่', 'ก็', 'นอน', 'เบียด', 'อยู่', 'ได้', 'ชู', 'ก้า', 'ก็', 'ร้อง', 'จัง', 'อี', 'เวร', 'ใช่', 'เวลา', 'ที่', 'กู', 'ต้อง', 'มา', 'นั่ง', 'ดูด', 'กุ้ง', 'ใน', 'ผัด', 'กะ', 'เพราะ', 'เผ็ด', 'ตื่น', 'ตี', 'ไหม', 'หนัง', 'หี', 'เดะ', 'ปิ้ง', 'แดก', 'แม่', 'เลย', 'นิ่', 'อี', 'เหี้ย']"
1942,บัณฑิตกล่าวถึงผู้มีกายสะอาด   มีวาจาสะอาด   มีใจสะอาด   ไม่มีอาสวะ   ถึงพร้อมด้วยความสะอาดล้างบาปแล้ว ท่านว่าเป็นผู้สะอาด,0,"['บัณฑิต', 'กล่าวถึง', 'ผู้', 'มี', 'กาย', 'สะอาด', 'มี', 'วาจา', 'สะอาด', 'มีใจ', 'สะอาด', 'ไม่', 'มี', 'อาสวะ', 'ถึง', 'พร้อมด้วย', 'ความสะอาด', 'ล้างบาป', 'แล้ว', 'ท่าน', 'ว่า', 'เป็น', 'ผู้', 'สะอาด']"
1943,เปิดขวดน้ำมันไม่ได้กูโมโหจนตัวสั่น สวะเอ้ย555555555555,0,"['เปิด', 'ขวด', 'น้ำมัน', 'ไม่', 'ได้', 'กู', 'โมโห', 'จน', 'ตัวสั่น', 'สวะ', 'เอ้ย', 'xxrep']"
1944,น่าโมโหจังเลย พวกที่ชอบปัดสวะพ้นตัวเนี่ย,0,"['น่า', 'โมโห', 'จัง', 'เลย', 'พวก', 'ที่', 'ชอบ', 'ปัดสวะ', 'พ้นตัว', 'เนี่ย']"
1945,ดีแค่ไหนที่หลุดพ้นจากสวะพวกนั้นมาได้,0,"['ดี', 'แค่', 'ไหน', 'ที่', 'หลุดพ้น', 'จาก', 'สวะ', 'พวก', 'นั้น', 'มา', 'ได้']"
1946,มีแต่สวะขยะความไม่เที่ยงแท้ ดไม่ต้องการอะไรนอกจากที่เคยขอ ดอยากมีชีวิตอยู่อย่างสงบสุขไม่อยากอยู่ในสังคมมายาปั้นหน้าใส่กันไปวันๆ,0,"['มี', 'แต่', 'สวะ', 'ขยะ', 'ความ', 'ไม่', 'เที่ยงแท้', 'ไม่ต้องการ', 'อะไร', 'นอกจาก', 'ที่', 'เคย', 'ขอ', 'อยาก', 'มีชีวิต', 'อยู่', 'อย่าง', 'สงบสุข', 'ไม่', 'อยาก', 'อยู่', 'ใน', 'สังคม', 'มายา', 'ปั้นหน้า', 'ใส่', 'กัน', 'ไป', 'วัน']"
1947,เป็นคำพูด รูปประโยคที่ไม่ชินเลย เคยอะไรแบบนั้นด้วยหรอไรงี้ คิดอะไรอยู่ตอนโพสวะ5555555555555555555,0,"['เป็น', 'คำพูด', 'รูป', 'ประโยค', 'ที่', 'ไม่', 'ชิน', 'เลย', 'เคย', 'อะไร', 'แบบ', 'นั้น', 'ด้วย', 'หรอ', 'ไร', 'งี้', 'คิด', 'อะไร', 'อยู่', 'ตอน', 'โพ', 'สวะ', 'xxrep']"
1948,ตอบตรงแล้ว  แต่@สวะอย่างมึงมันแถไม่เข้าใจควยไรเลยไง**มึงใช้ส้นตีนคิดหรือป่าว  คิดได้เหี้ย*ตรงมั้ยไอ้@สวะ twitter.com/LastIFound/sta…,1,"['ตอบ', 'ตรง', 'แล้ว', 'แต่', 'สวะ', 'อย่าง', 'มึง', 'มัน', 'แถ', 'ไม่', 'เข้าใจ', 'ควย', 'ไร', 'เลย', 'ไง', '**', 'มึง', 'ใช้', 'ส้นตีน', 'คิด', 'หรือ', 'ป่าว', 'คิดได้', 'เหี้ย', 'ตรง', 'มั้ย', 'ไอ้', 'สวะ', 'xxurl']"
1949,ดีแค่ไหนที่หลุดจากเศษสวะอย่างมึงได้,1,"['ดี', 'แค่', 'ไหน', 'ที่', 'หลุด', 'จาก', 'เศษ', 'สวะ', 'อย่าง', 'มึง', 'ได้']"
1950,เติบโตมาแบบนี้ ควย แย่ๆ เด็กสวะ,1,"['เติบ', 'โตมา', 'แบบนี้', 'ควย', 'แย่', 'เด็ก', 'สวะ']"
1951,เหวี่ยงใส่เราไม่มีเหตุผลโตจนไม่รู้จะโตยังไงแล้วแต่ทำไมสมองยัง 3 ขวบอะงง คุณไม่ควรมีชีวิตบนโลกนี้เลย เศษสวะของกาแล็กซี่ในซากคนนี่เอง,1,"['เหวี่ยง', 'ใส่', 'เรา', 'ไม่', 'มีเหตุผล', 'โต', 'จน', 'ไม่', 'รู้', 'จะ', 'โต', 'ยังไง', 'แล้วแต่', 'ทำไม', 'สมอง', 'ยัง', 'ขวบ', 'อะ', 'งง', 'คุณ', 'ไม่', 'ควร', 'มีชีวิต', 'บน', 'โลก', 'นี้', 'เลย', 'เศษ', 'สวะ', 'ของ', 'กาแล็กซี่', 'ใน', 'ซาก', 'คน', 'นี่เอง']"
1952,ทำไมลงแร๊งแต่ละทีกูจะต้องมาพบเจอไอ้พวกถ่อยๆด้วยวะ ไอ้น่าเหี้ยสวะ,1,"['ทำไม', 'ลง', 'แร๊ง', 'แต่ละ', 'ที', 'กู', 'จะ', 'ต้อง', 'มา', 'พบ', 'เจอ', 'ไอ้', 'พวก', 'ถ่อย', 'ด้วย', 'วะ', 'ไอ้', 'น่า', 'เหี้ย', 'สวะ']"
1953,โอ้ยไอ้ฟาย ไอ้คนไม่ดี ไอ้สวะ กูไม่ชอบมึง ชั่วววววววว ประนามมัน ขยี้ม๊านนนนนน,1,"['โอ้ย', 'ไอ้', 'ฟาย', 'ไอ้', 'คน', 'ไม่', 'ดี', 'ไอ้', 'สวะ', 'กู', 'ไม่', 'ชอบ', 'มึง', 'ชั่ว', 'xxrep', 'ประ', 'นาม', 'มัน', 'ขยี้', 'ม๊าน', 'xxrep']"
1954,ตรรกะอะไรคือคนปัญญาอ่อนวะ,0,"['ตรรกะ', 'อะไร', 'คือ', 'คนปัญญาอ่อน', 'วะ']"
1955,ควย แล้วเจอพวกปัญญาอ่อนเล่นโคดแตดหมาเลย,1,"['ควย', 'แล้ว', 'เจอ', 'พวก', 'ปัญญาอ่อน', 'เล่น', 'โค', 'แตด', 'หมา', 'เลย']"
1956,พอบ่นเหนื่อยปุ้บ ต้องมาแบบ กูเหนื่อยกว่าป้ะ เอ้า กูก็เหนื่อยมั้ย คือมึงต้องเหนื่อยที่สุดเลย ? ปัญญาอ่อน,1,"['พอ', 'บ่น', 'เหนื่อย', 'ปุ้บ', 'ต้อง', 'มา', 'แบบ', 'กู', 'เหนื่อย', 'กว่า', 'ป้ะ', 'เอ้า', 'กู', 'ก็', 'เหนื่อย', 'มั้ย', 'คือ', 'มึง', 'ต้อง', 'เหนื่อย', 'ที่สุด', 'เลย', 'ปัญญาอ่อน']"
1957,พอหัวหน้าด้อมโพสว่าก้อป อีลุกหาบเลียตีนก้เชื่อกันใหญ่ ปัญญาอ่อนยกด้อมจริงๆค่ะ ปลายผิดหวังฝุดๆ,1,"['พอ', 'หัวหน้า', 'ด้อม', 'โพส', 'ว่า', 'ก้อ', 'อี', 'ลุก', 'หาบ', 'เลีย', 'ตีน', 'ก้', 'เชื่อ', 'กัน', 'ใหญ่', 'ปัญญาอ่อน', 'ยก', 'ด้อม', 'จริงๆ', 'ค่ะ', 'ปลาย', 'ผิดหวัง', 'ฝุดๆ']"
1958,ปัญญาอ่อนมากจนแบบ เหมือนอคติขึ้นสมองอะ สงสารคนในด้อมเค้านะ จะโดนมองว่าปัญญาอ่อนกันหมดเพราะทวีตของคนนี้คนเดียว แอบขำ 555555555555555555555555,1,"['ปัญญาอ่อน', 'มาก', 'จน', 'แบบ', 'เหมือน', 'อคติ', 'ขึ้นสมอง', 'อะ', 'สงสาร', 'คนใน', 'ด้อม', 'เค้า', 'นะ', 'จะ', 'โดน', 'มองว่า', 'ปัญญาอ่อน', 'กัน', 'หมด', 'เพราะ', 'ทวีต', 'ของ', 'คน', 'นี้', 'คนเดียว', 'แอบ', 'ขำ', 'xxrep']"
1959,สวะสังคม เค้นเสียงหัวเราะก่อนจะแบกกระเป๋าสีดำใบใหญ่เดินออกไปหาเหยื่อระบายอารมณ์,0,"['สวะ', 'สังคม', 'เค้น', 'เสียงหัวเราะ', 'ก่อน', 'จะ', 'แบก', 'กระเป๋า', 'สี', 'ดำ', 'ใบ', 'ใหญ่', 'เดิน', 'ออก', 'ไปหา', 'เหยื่อ', 'ระบาย', 'อารมณ์']"
1960,มึงไปด่าเขาทำไง มีสิทอะไรไปไล่เขา พ่อก้ไม่ใชแม่ก้ไม่ใช่ คนแบบมึงที่ควรออกไปน่ะ ถุยยย สวะ,1,"['มึง', 'ไป', 'ด่า', 'เขา', 'ทำ', 'ไง', 'มี', 'สิ', 'อะไร', 'ไป', 'ไล่', 'เขา', 'พ่อ', 'ก้', 'ไม่', 'ใช', 'แม่', 'ก้', 'ไม่', 'ใช่', 'คน', 'แบบ', 'มึง', 'ที่', 'ควร', 'ออก', 'ไป', 'น่ะ', 'ถุย', 'xxrep', 'สวะ']"
1961,ไร้สาระปัญญาอ่อนจริง พอเข้าใจแล้ว มองดูแล้วหัวเราะดีกว่า เชิญพวกนางย่ำอยู่กับที่ต่อไป,1,"['ไร้สาระ', 'ปัญญาอ่อน', 'จริง', 'พอ', 'เข้าใจ', 'แล้ว', 'มองดู', 'แล้ว', 'หัวเราะ', 'ดีกว่า', 'เชิญ', 'พวก', 'นาง', 'ย่ำอยู่กับที่', 'ต่อไป']"
1962,ควย อยากเลิกก็ไม่ได้อยาก เสือกปากหมาพูด ปัญญาอ่อน สมน้ำหน้า โง่แล้วยังอวดเก่ง,1,"['ควย', 'อยาก', 'เลิก', 'ก็', 'ไม่', 'ได้', 'อยาก', 'เสือก', 'ปากหมา', 'พูด', 'ปัญญาอ่อน', 'สมน้ำหน้า', 'โง่', 'แล้ว', 'ยัง', 'อวดเก่ง']"
1963,ลูกค้าแบบนี้ก็ปัญญาอ่อนไปมะ twitter.com/joe_black317/s…,1,"['ลูกค้า', 'แบบนี้', 'ก็', 'ปัญญาอ่อน', 'ไป', 'มะ', 'xxurl']"
1964,โอ๊ยยยออีพวกปัญญาอ่อน,1,"['โอ๊ย', 'xxrep', 'อี', 'พวก', 'ปัญญาอ่อน']"
1965,ขวางกันอยู่ได้ตรงหน้าประตูเป็นบ้าหรอ ? คนอื่นก็รอไปเถอะแถวยาวๆ ปัญญาอ่อน,1,"['ขวาง', 'กัน', 'อยู่', 'ได้', 'ตรงหน้า', 'ประตู', 'เป็นบ้า', 'หรอ', 'คนอื่น', 'ก็', 'รอ', 'ไป', 'เถอะ', 'แถว', 'ยาว', 'ปัญญาอ่อน']"
1966,อิเพื่อนชั่ว มึงกุเรื่องปัญญาอ่อนขึ้นมาทำไมมมมม๊,1,"['อิ', 'เพื่อน', 'ชั่ว', 'มึง', 'กุเรื่อง', 'ปัญญาอ่อน', 'ขึ้น', 'มา', 'ทำไม', 'xxrep']"
1967,เลิกปัญญาอ่อนสักทีดิ โตบ้าง,1,"['เลิก', 'ปัญญาอ่อน', 'สักที', 'ดิ', 'โต', 'บ้าง']"
1968,นี่ติดเหาจากเพื่อนตอนช่วงแบบป.1-3อ่ะ ไม่รู้แม่งอะไรนักหนา 555555555555555 ใช้ชีวิตกับใบน้อยหน่า มะกรูด และหวีเสนียด,0,"['นี่', 'ติด', 'เหา', 'จาก', 'เพื่อน', 'ตอน', 'ช่วง', 'แบบ', 'ป.', 'อ่ะ', 'ไม่', 'รู้', 'แม่', 'อะไร', 'นักหนา', 'xxrep', 'ใช้ชีวิต', 'กับ', 'ใบ', 'น้อยหน่า', 'มะกรูด', 'และ', 'หวี', 'เสนียด']"
1969,ปีนี้ลอยกระทงในทะเล ลอยทุกข์ ลอยโศก ลอยโรค ลอยภัย ลอยเสนียดจัญไร...… instagram.com/p/BbCTY4bHqyWb…,0,"['ปี', 'นี้', 'ลอยกระทง', 'ใน', 'ทะเล', 'ลอย', 'ทุกข์', 'ลอย', 'โศก', 'ลอย', 'โรค', 'ลอย', 'ภัย', 'ลอย', 'เสนียดจัญไร', 'xxrep', 'xxurl']"
1970,พ่อกูก็ไม่ใช่ ทำไมต้องแคร์คำพูดพล่อยๆของมึงอ่ะ เสนียด,1,"['พ่อ', 'กู', 'ก็', 'ไม่', 'ใช่', 'ทำไม', 'ต้อง', 'แคร์', 'คำพูด', 'พล่อยๆ', 'ของ', 'มึง', 'อ่ะ', 'เสนียด']"
1971,อย่ามาให้เหตุผลปัญญาอ่อนๆว่าก็เป็นแบบนี้ได้แล้ว รำคาญ ข้ออ้าง,0,"['อย่า', 'มา', 'ให้เหตุผล', 'ปัญญาอ่อน', 'ว่า', 'ก็', 'เป็น', 'แบบนี้', 'ได้', 'แล้ว', 'รำคาญ', 'ข้ออ้าง']"
1972,ด่าว่าปัญญาอ่อนได้มั้ยอะ  เด็กมันแค่นั้น,0,"['ด่าว่า', 'ปัญญาอ่อน', 'ได้', 'มั้ย', 'อะ', 'เด็ก', 'มัน', 'แค่นั้น']"
1973,ปัญญาอ่อนกันไปหมดละ เฮ้อ,0,"['ปัญญาอ่อน', 'กัน', 'ไป', 'หมด', 'ละ', 'เฮ้อ']"
1974,เกลียดพวกเสนียด55555555,0,"['เกลียด', 'พวก', 'เสนียด', 'xxrep']"
1975,อะไรที่เป็นเสนียดก็ลบไปเถอะ,0,"['อะไร', 'ที่', 'เป็น', 'เสนียด', 'ก็', 'ลบ', 'ไป', 'เถอะ']"
1976,อย่าเอาความเสมอภาคทางเพศมาพูดถ้ายังจะเหยียดผู้หญิงอยู่แบบนี้ เสนียดชิบหาย,1,"['อย่า', 'เอา', 'ความเสมอภาค', 'ทางเพศ', 'มา', 'พูด', 'ถ้า', 'ยัง', 'จะ', 'เหยียด', 'ผู้หญิง', 'อยู่', 'แบบนี้', 'เสนียด', 'ชิบหาย']"
1977,ไม่อยากจะเข้าไปส่องให้เป็นเสนียดเเก่ทวิต,1,"['ไม่', 'อยาก', 'จะ', 'เข้าไป', 'ส่อง', 'ให้', 'เป็น', 'เสนียด', 'เก่', 'ทวิ']"
1978,ด่าเราว่าเสนียด แต่เธอเสนียดทางสังคมยิ่งกว่าเราอีกอะ,1,"['ด่า', 'เรา', 'ว่า', 'เสนียด', 'แต่', 'เธอ', 'เสนียด', 'ทางสังคม', 'ยิ่งกว่า', 'เรา', 'อีก', 'อะ']"
1979,อย่าเรียกว่ากุพวกเดียวกะมึงเรย ไม่ได้นับญาติทางไหน เสนียด,1,"['อย่า', 'เรียก', 'ว่า', 'กุ', 'พวก', 'เดียว', 'กะ', 'มึง', 'เรย', 'ไม่', 'ได้', 'นับ', 'ญาติ', 'ทาง', 'ไหน', 'เสนียด']"
1980,แม้แต่คำว่าคนรู้จักกูก็ไม่ให้มึง มึงมันเสนียดในชีวิตกู,1,"['แม้แต่', 'คำ', 'ว่า', 'คนรู้จัก', 'กู', 'ก็', 'ไม่', 'ให้', 'มึง', 'มึง', 'มัน', 'เสนียด', 'ใน', 'ชีวิต', 'กู']"
1981,ได้ยินชื่อมึงก็ขยะแขยงแล้วอ่ะ ไม่อยากให้คนดีๆไปเปื้อนเสนียดของมึงเลย,1,"['ได้ยิน', 'ชื่อ', 'มึง', 'ก็', 'ขยะแขยง', 'แล้ว', 'อ่ะ', 'ไม่', 'อยาก', 'ให้', 'คนดี', 'ไป', 'เปื้อน', 'เสนียด', 'ของ', 'มึง', 'เลย']"
1982,ใครจะไปยุ่งกับมันหื้อเป็นเสนียดติดตัวกูวะ,1,"['ใคร', 'จะ', 'ไป', 'ยุ่ง', 'กับ', 'มัน', 'หื้อ', 'เป็น', 'เสนียด', 'ติดตัว', 'กู', 'วะ']"
